Page Name,User Name,Facebook Id,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,URL,Message
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-08-27,09:11:41,Photo,55427,50741,2211,683,927,20,17,4,118,706,https://www.facebook.com/46251501064/posts/10157662785821065,如果你覺得奧運很精采，那你更應該要看看帕運！ 　　 🔺謝謝柔道選手 #李凱琳，今天在女子48公斤級賽事中，一路拚到銅牌戰，最後獲得並列第五名的好成績。這是凱琳第三度代表台灣參賽，多年的堅持和苦練，都轉化成賽場上展現出的柔道精神，真的很不簡單！ 　　 🔺參加男子跳遠T11級別的田徑選手 #楊川輝，則在教練用掌聲引導下，奮力跳出第四名的好成績！出發前，川輝說過：「我看不見世界，但透過跳遠，我要讓台灣被世界看見。」謝謝川輝，你真的做到了！ 　　 🔺代表團中最年輕、還沒滿19歲的游泳小將 #陳亮達，今天也第一次在帕運出賽，在男子SM7級200公尺預賽中全力以赴。接下來，亮達還有400公尺自由式、100公尺仰式賽事，我們要繼續用力加油！ 　　 🔺持續進行中的桌球賽事，#程銘志 和 #盧碧春 選手都在單打八強止步，拚戰的精神，我們無比欽佩。田曉雯Tian Shiau Wen 選手拿下三連勝，晉級女子單打TT10級別八強。同級別的 林姿妤 LIN TZU YU 選手雖然在資格賽止步，但接下來還有雙打賽事，我們也要替「黃金搭擋」曉雯、姿妤來集氣！ 　　 明天，桌球、田徑、健力項目都有台灣選手出賽，每一場賽事，都是選手力量、美感和意志最大的展現。請鎖定公視、愛爾達體育、Hami Video的轉播，一起幫台灣英雄應援吧！ 　　 照片提供：體育署 　　 #台灣加油 #東京帕運 #不被擊倒的精神
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-08-27,00:26:05,Photo,54605,47003,5580,589,557,16,99,10,323,428,https://www.facebook.com/46251501064/posts/10157662300936065,政府自行採購的26.5萬劑AZ疫苗，今天中午抵達台灣。我們會在最短時間內完成檢驗封緘作業，儘快提供給大家施打。 　　 不論是哪種廠牌的疫苗，只要安全、合法、有效，我們都多管齊下，陸續取得更多的疫苗，希望有充足的疫苗來源，提升全民防護力，避免染疫，就是減輕醫護的負擔。 　　 目前，疫苗施打已漸漸有序進行，各年齡層也都依順序開打，我要呼籲朝野各黨，把政治成見放下，不論哪種廠牌的疫苗，都有可能有個案的反應不同，但除了尊重醫學專業，過度的政治算計，實在是損人不利己，不要把政治放在防疫之前，這非民眾所樂見。 　　 疫情已經在控制當中，我們要繼續提升全民接種率。這週，我和 賴清德 副總統都已經接種國產高端疫苗。 　　 請符合接種資格的朋友，有疫苗就去打，戴口罩、勤洗手。全民感謝醫護，防疫不能鬆懈，我們一起來努力！ 　　 #團結防疫守台灣
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-08-26,07:34:34,Photo,72301,66453,2786,744,1107,24,18,8,136,1025,https://www.facebook.com/46251501064/posts/10157661281351065,奧運結束後，精采的帕運接棒登場，台灣桌球選手已經陸續傳來捷報！ 　　 這兩天舉行的桌球單打資格賽中，女子單打TT4級別的 #盧碧春 選手，今天力克英國對手，拿下帕運生涯第一勝，也順利晉級八強賽。58歲的「碧春阿嬤」，想用獎牌當孫子和孫女最好的榜樣，我們一起來集氣！ 　　 男子單打TT5級別的 #程銘志 選手，同樣以一勝一負的成績晉級八強。上屆里約帕運，銘志曾贏得男子團體銀牌，期待這次也能沉著發揮，挑戰個人的里程碑！ 　　 女子單打TT10級別的 田曉雯Tian Shiau Wen 更是連續兩天都拿下勝利，和同級別的 林姿妤 LIN TZU YU 都將在明天繼續出賽。曉雯和姿妤都加油！ 　　 我也要向大家介紹，帕運桌球比賽分為11個級別：TT1到TT5是肢體障礙的輪椅組別，TT6到TT10是肢體障礙的站立組別，TT11是智能障礙組別。透過轉播，看到選手們坐著輪椅，或是用嘴巴咬著球拍，展現出旺盛的鬥志，盡情享受賽場上的對決，都深深激勵了我們。 　　 明天除了桌球賽事外，游泳選手 #陳亮達、柔道選手 #李凱琳、田徑選手 #楊川輝 也將會出賽。讓我們一起關注賽事，為台灣和世界各地的生命鬥士們喝采吧！ 　　 照片提供：體育署 　　 #台灣加油 #東京帕運 #不被擊倒的精神
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-08-25,04:34:52,Photo,63137,54488,5801,766,667,11,58,12,307,1027,https://www.facebook.com/46251501064/posts/10157659637056065,今天本土案例「+0」，但 #加零不等於清零，我們會繼續嚴守疫情防線，也要跟大家報告2個重點： 　　 重點1️⃣：掌握疫苗生產能量是重要的國家戰略，我們會緊盯 #國產疫苗 進度，也會持續催促 #外購疫苗 儘早到貨。 　　 大家關心的BNT疫苗採購，在鴻海/永齡基金會、台積電、慈濟、政府共同合作下，能夠順利完成，這是公私部門合作最好的典範。後續的疫苗取得，我們也會秉持同樣的原則，全力以赴。 　　 這週開始施打國產高端疫苗，我在週一早上接種高端疫苗後到現在，沒有任何異狀，持續照常工作。謝謝大家的關心。 　　 重點2️⃣：有媒體刻意炒作內閣即將改組的議題，我要明確地告訴大家 #內閣沒有要改組。 　　 這段時間以來，蘇貞昌 院長及行政團隊沉著應對疫情，也確保經濟穩定成長。眼前我們還有很多挑戰要克服，有關內閣改組的政治操作，請適可而止。在全球疫情不穩定下，我們要持續謹慎防疫，也要繼續團結努力為台灣克服挑戰。 　　 #團結防疫守台灣
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-08-24,10:18:43,Photo,111947,103550,4318,1084,1391,22,43,4,206,1329,https://www.facebook.com/46251501064/posts/10157658407761065,今晚，我們再一次透過轉播，看見台灣選手站上世界舞台。帕運的英雄們，大家都為你們加油！ 　　 在帕運開幕典禮上，來自世界各國的選手，克服身體條件的差異，不論是推著輪椅還是使用義肢，都要挑戰自己的極限！這就是體育的力量，任何人都可以擁有的力量。 　　 #Paralympic 中的「Para」，在希臘語中有「並行」的意思。透過收看帕運、支持帕運，我們也能和身心障礙朋友們並行。今天晚上，我們為掌旗官 #楊川輝、#劉雅婷 和參加進場的代表團成員喝采。明天開始，更要請大家鎖定桌球選手 #程銘志、田曉雯Tian Shiau Wen、林姿妤 LIN TZU YU、#盧碧春 出賽的轉播！ 　　 台灣的選手們，一定可以繼續寫下感動的篇章！ 　　 🔺東京帕運轉播頻道 無線電視：公共電視 線上收看：愛爾達體育、Hami Video MOD：愛爾達體育頻道 　　 照片提供：體育署 　　 #台灣加油 #東京帕運 #不被擊倒的精神
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-08-23,07:29:30,YouTube,42995,34444,6836,264,633,16,142,18,379,263,https://www.facebook.com/46251501064/posts/10157656795436065,我已經完成國產 #高端疫苗 的接種，一起來看看打疫苗的過程吧！ 　　 接種的時候不會痛，一下子就結束了。接種後，我一整天的工作行程，完全沒有受到影響。歡迎大家也留言分享接種疫苗的心得吧！ 　　 另外，我也要提醒，在8/16 14:00到8/21 12:00 之間，「新登記」或「加選意願登記」為高端疫苗的朋友，從今天到明天（8/24）18:00為止，都可以進行預約接種！請符合資格的朋友，把握時間預約，儘早完成接種。 　　 再次謝謝台大醫院醫護團隊協助我接種疫苗，也謝謝所有醫護人員的辛苦付出。請大家持續注意疫苗接種資訊，一起來提升全民的防護力！ 　　 ➡️疫苗施打意願登記與預約系統：https://1922.gov.tw/ 　　 #團結防疫守台灣
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-08-23,05:04:38,Photo,72447,65611,4351,797,679,24,110,9,231,635,https://www.facebook.com/46251501064/posts/10157656680406065,一黨一派無法抵禦外侮，同心協力才能守護國家！ 　　 今天是823金門戰役63週年，當時，台灣人不分族群、不分先來後到，軍民同心，浴血奮戰，守住了前線，也守住了台灣。823戰役告訴我們團結一心的重要性，同心協力，堅定信念，我們才能守護國家和心愛的家人。 　　 今年，基於避免跨島移動的防疫考量，我留在本島視察國軍防空單位。堅實的國防，是保家衛國最重要的基礎。當我們保家衛國的決心越強，境外勢力輕舉妄動的可能性就越小。 　　 請大家一起支持不分晝夜堅守崗位的國軍弟兄姊妹。台澎金馬是生命共同體，國人團結，國家一體，這就是我們要讓世界看見的823精神！
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-08-22,21:01:25,Photo,217584,197769,10192,3549,3985,123,382,33,383,1168,https://www.facebook.com/46251501064/posts/10157656249396065,今天一早，我已經順利接種國產高端疫苗。 　　 台大醫院的接種空間很寬敞，動線很流暢，謝謝專業的醫護人員，一下子就幫我打完疫苗，不會痛，現在精神很好，要繼續一天的工作。 　　 再次謝謝守護國人健康的醫護人員，接種疫苗，能保護自己和家人，更能夠保護醫護人員。還有誰也是今天要打高端疫苗的嗎？我們一起為提升台灣集體的防護力盡一份心力吧！ 　　 #團結防疫守台灣
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-08-22,19:28:13,Live Video Complete,115935,86257,14179,2869,9877,210,630,215,826,872,https://www.facebook.com/46251501064/posts/274487250781291,蔡英文總統接種國產高端疫苗
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-08-22,09:26:41,Photo,37134,32514,3082,492,235,76,42,16,226,451,https://www.facebook.com/46251501064/posts/10157655297296065,防疫不能鬆懈，嚴懲杜絕走私！ 　　 日前查獲走私越南肉製品檢驗出非洲豬瘟呈陽性反應，是國內第一例。合計71公斤已全數銷燬。 　　 我要再次提醒所有國人，非洲豬瘟的防疫防走私工作，絕對不可以鬆懈！因為，二十多年前，台灣養豬業遭到口蹄疫重創，原因正是走私。我已經要求 #非洲豬瘟中央災害應變中心 陳吉仲 指揮官全面提高防疫強度，目前跨部會也開始動員強化以下四項措施： 　　 1️⃣由關務署、航警局、移民署、防檢局組成的 #CIQS邊境小組 即刻加強邊境防疫檢查工作，提高對高風險業者的查驗頻率。 　　 2️⃣警政署、法務部、經濟部、農委會針對本案嫌犯的上、中、下游通路全面展開追查。 　　 3️⃣衛福部、農委會對市面上販售越南食品的店家展開全面稽查。 　　 4️⃣環保署、農委會、地方政府對使用廚餘養豬的牧場，加強查核落實廚餘高溫蒸煮程序。 　　 根據動物傳染病防治條例規定，走私、違法輸入肉品者最重可處7年有期徒刑，併科罰金300萬元。我們會強力查緝，絕不容許走私行為危害台灣養豬產業。也請大家互相提醒、留意，守護台灣豬，我們共同努力！
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-08-22,04:16:15,Photo,84716,77951,2267,1471,1247,23,21,3,119,1614,https://www.facebook.com/46251501064/posts/10157655021421065,今天早上，帕運代表團已經出發前往東京！我要再一次向大家介紹這些了不起的選手： 　　 ✅田徑：參加跳遠項目、立志要讓世界看見台灣的 #楊川輝 選手，以及參加標槍項目、在賽場上總是盡全力用心體會的 #劉雅婷 選手。 　　 ✅桌球：曾在2016年里約帕運獲得桌球男子團體銀牌的 #程銘志 選手、42歲後拿起球拍拚戰賽場十多年的 #盧碧春 選手，以及默契一流的雙打組合 田曉雯Tian Shiau Wen 選手、林姿妤 LIN TZU YU 選手。 　　 ✅柔道：第三度參加帕運、人生與柔道緊密連結的 #李凱琳 選手。 　　 ✅羽球：不斷超越自己、第一次拚進帕運賽場的 方振宇/Fang Jen Yu 選手。 　　 ✅游泳：年僅19歲、即將游向世界舞台的「水中蛟龍」 #陳亮達 選手。 　　 ✅健力：擔任國手21年、始終勇敢追夢的 永不放棄-林亞璇 選手。 　　 祝福選手和代表團所有後勤夥伴一切順利，在帕運殿堂展現出最棒的自信和鬥志！也請大家點開圖卡，一起為選手集氣，更別忘了在8/24到9/5賽事期間收看轉播！ 　　 🔺東京帕運轉播頻道 無線電視：公共電視 線上收看：愛爾達體育、Hami Video MOD：愛爾達體育頻道 　　 照片提供：體育署、The Way Out 身障運動的出口 　　 #台灣加油 #東京帕運 #不被擊倒的精神
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-08-21,22:33:50,Photo,45509,39436,4189,505,679,7,41,13,273,366,https://www.facebook.com/46251501064/posts/10157654712196065,今天是中元節，在為台灣、為家人朋友祈福的同時，我們也要一起繼續落實防疫措施。願台灣平安。 　　 #團結防疫守台灣
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-08-21,11:16:50,Status,142495,110453,20545,1953,856,175,191,4487,2318,1517,https://www.facebook.com/46251501064/posts/10157653857846065,對於今天在防疫規範下，不得不將走私動物安樂死的結果，真的讓人非常難過。尤其許多人家中也有毛小孩，我們一樣感同身受。 　　 因為走私者的自私，所失去的這一切，都是生命。我要對走私者表達最嚴厲的譴責，你個人圖謀私利、不依照合法程序的結果，就是造成生命的損失！把生命當作非法貨物的行為，實在令人痛心。 　　 不過，也希望大家能了解，為了保護國內動物免於走私動物帶來的疫病風險，有關單位必須依法執行，這是目前的法律規範。 　　 我知道大家對這次的處置有許多不滿，顯然我們必須檢討與精進這樣的制度。我們務必要透過修法，在嚴格防疫的前提下，讓執法單位也能就個案的執行，可以更符合人道精神，讓制度更加周延。
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-08-21,02:19:59,Photo,51718,46322,3127,639,582,14,30,14,231,759,https://www.facebook.com/46251501064/posts/10157653427576065,東京帕運即將在8/24登場，一起為我們的選手喝采加油！ 　　 今天早上，我們已經完成東京帕運代表團的授旗，選手們即將代表台灣，在帕運殿堂上爭取最高榮譽。 　　 在東奧閉幕中播出的帕運特寫影片中，我們看到有用義肢飛快衝刺的田徑選手，也有失去雙手、依然全力揮拍的桌球選手，每一幕都很感人。這些選手克服障礙，努力達成更快、更高、更遠、更好的目標，這種不被擊倒的精神，就是 #帕運精神。 　　 這次我們的帕運代表團，一共有六個運動種類、十位選手，包括： 　　 田徑 #楊川輝、#劉雅婷 選手；桌球 #程銘志、#盧碧春、田曉雯Tian Shiau Wen、林姿妤 LIN TZU YU 選手；柔道 #李凱琳 選手；羽球 方振宇/Fang Jen Yu 選手；游泳 #陳亮達 選手；健力 永不放棄-林亞璇 選手。 　　 每一位選手的生命故事、辛苦的訓練過程，都讓我相當敬佩。期待選手們在賽場上盡情發揮，用最好的表現來鼓舞世界，也讓世界看見台灣！ 　　 我也請 教育部 全程都要採取最高規格，來照顧代表團的成員，從防疫物資、醫療防護到後勤團隊，都要完整周全。 　　 8/24到9/5，請大家跟我一起關注賽事，為每一場比賽集氣加油，給台灣選手最大的支持！ 　　 🔺東京帕運轉播頻道 無線電視：公共電視 線上收看：愛爾達體育、Hami Video MOD：愛爾達體育頻道 　　 #台灣加油 #東京帕運 #不被擊倒的精神
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-08-20,06:15:30,Photo,68267,61223,4542,592,940,22,119,18,316,495,https://www.facebook.com/46251501064/posts/10157652146986065,"謝謝奧運選手們提出的建議，我一一記了下來，也會跟行政團隊一起努力，持續在制度面做出改變！ 　　 今天早上，我和奧運選手們進行第二場視訊，其中，正在美國參與職業賽事的網球選手 謝語倢 Yu-Chieh Hsieh、許絜瑜 Chieh Yu Hsu - Connie 也隔著13個小時的時差來參加。台灣選手辛苦征戰世界各地，實在是不簡單！ 　　 許多選手都針對訓練場地、防疫措施，以及對運動員職涯的保障提出了建議，謝謝大家侃侃而談，分享了第一線的經驗。政府的體育政策，一定會繼續來努力。 　　 我真的很欣賞、也很感謝這一群台灣英雄，期待疫情穩定後可以保持互動，尤其是 莊智淵 Chuang Chih-Yuan 經營的桌球館，我有機會一定要去看看！ 　　 雷千瑩 LEI CHIEN YING #林佳恩 魏均珩 WEI Chun-Heng #鄧宇成 湯智鈞 Tang Chih Chun 鄭怡靜 CHENG I-Ching 陳思羽 Chen Szu-Yu #鄭先知 #林昀儒 文姿云wen,tzu-yun 王翌達 Wang Yi-Ta"
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-08-18,06:00:20,Photo,45113,35904,6831,689,539,29,220,22,532,347,https://www.facebook.com/46251501064/posts/10157649025931065,今天開始，20-35歲的青年朋友可以預約接種高端疫苗了！ 　　 指揮中心已經宣布，增加開放國產 #高端疫苗 的預約接種對象。只要是20-35歲、在上一輪（8/13中午前）意願登記中有勾選高端疫苗的朋友，從現在起到8/20（五）中午十二點前，都可以進行預約接種。請符合資格的朋友把握時間預約，和我一起增加台灣集體的防護力！ 　　 國內疫情逐漸穩定，但國際疫情依然嚴峻，我們不能鬆懈，更會繼續推進疫苗的施打進度，也請大家繼續共同努力！ 　　 ➡疫苗施打意願登記與預約系統：https://1922.gov.tw/:=:https://1922.gov.tw:443/vas 　　 #團結防疫守台灣
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-08-18,03:51:49,Photo,130069,111589,11681,2718,1747,48,286,27,345,1628,https://www.facebook.com/46251501064/posts/10157648917826065,最近阿富汗情勢的變化，在台灣也引起很多討論。 　　 我要告訴大家：台灣唯一的選項，就是讓自己更強大、更團結，有更堅定保護自己的決心。 　　 我們要讓我們的存在具有意義，也就是說，對民主自由價值的堅持，對國際社會的集體安全和繁榮，台灣是不可或缺的。 　　 我們更要跟有共同價值及利益的國際夥伴，一起努力和合作。 　　 自己不作為，只依賴別人的保護，不是我們的選項。仰賴沒有價值做基礎、而且對台灣不放棄用武力的人一時的善意或施捨，更不是我們的選項。 　　 再過幾天就是823金門戰役的63週年。63年前，為了守住自己的家園，台灣人民不分先來後到，軍民一心，終於擊退威脅。這場戰役的勝利，就是最好的證明。 　　 面對各種挑戰、威脅，如果這一代的我們，沒有努力為台灣的安全、自由和民主打好基礎，而選擇放棄，我們將對不起世世代代的台灣人。身為總統，這是我的任務，也盼望這是所有台灣人共同的時代任務，我們一起全力以赴。
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-08-16,06:53:41,Photo,72976,66323,3774,728,1325,27,71,9,276,443,https://www.facebook.com/46251501064/posts/10157646114396065,"今天早上，我有一場重要的視訊會議，這應該也是台灣第一次，有總統直接和這麼多體育國手用視訊開會。 　　 這是第一場和東京奧運選手的視訊會議。把握大家回國隔離、休息的機會，我分批邀約了視訊，想聽大家分享參加奧運的體會，以及對 #黃金計畫 等體育政策的想法。我告訴選手們，今天沒有長官，請大家放開來聊，請大家給政府體育政策更好的建議。 　　 奧運時，我跟幾位選手通過電話，今天面對面視訊，熟悉中也有點新鮮。我能直接感受到：年輕世代的選手，不僅在場上很有自信，在場下也散發著光采，都可以侃侃而談！而且，大家相當有團隊精神，知道在賽場上的成功，靠的不只是選手個人的素質與意志力，更要歸功於 #教練、#陪練員、#物理治療師、#運動防護員、#體能訓練師、#心理諮商師 等專業團隊的支持。 　　 選手們提出的實質問題，我都有一一紀錄下來，會來追蹤處理。謝謝大家跟我分享了真實的心情，也反應出最切身的需求。視訊只是開始，之後，如果有合適的時間和機會，我也希望陸續安排和更多選手聊聊。強化對選手和團隊的支持，我們一起繼續努力！ 　　 #周天成 王子維 / Wang Tzu Wei 李洋/Lee Yang 王齊麟/Wang Chi Lin 王冠閎 Eddie Kuan-Hung Wang #黃渼茜 黃義婷HUANG Yi-Ting 張筑涵｜Chang Chu-Han 黃筱雯 Huang Hsiao Wen 林郁婷 Lin, Yu-Ting 陳念琴﹣I'm Nien-Chin,CHEN"
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-08-16,04:40:58,Photo,71758,63824,5080,791,993,57,205,18,299,491,https://www.facebook.com/46251501064/posts/10157645986961065,今天中午，我已經上網完成高端疫苗的預約，下週一（8/23）將會前往預約地點接種。 　　 這一輪的疫苗預約接種，預計會提供超過60萬劑國產 #高端疫苗。36歲以上、意願登記時有勾選高端疫苗的朋友，都可以在週三（8/18）中午十二點前預約接種。預約後，下週一就會開始施打。 　　 請符合條件的朋友互相提醒，把握時間預約喔！ 　　 👉疫苗施打意願登記與預約系統：https://1922.gov.tw/ 　　 #團結防疫守台灣
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-08-15,09:48:01,Photo,91015,82023,4865,2133,1346,79,59,5,220,285,https://www.facebook.com/46251501064/posts/10157644579326065,這兩天，史詩台劇 斯卡羅 SEQALU：Formosa 1867 先後在公視和串流平台首映了，引起熱烈的討論，你也收看了嗎？ 　　 這部由曹瑞原導演執導、改編自陳耀昌醫師小說的戲劇，以1867年的「羅妹號事件」為背景，呈現出百年前恆春半島上不同族群與文化的交會。這是孕育自台灣這片土地，獨特而波瀾壯闊的故事。 　　 和 我們與惡的距離 The World Between Us 及 天橋上的魔術師 公視影集 一樣，斯卡羅也是 文化部 透過前瞻基礎建設計畫力挺，協助公視產製的旗艦台劇。我們希望用比過去更高的製作技術和格局，來帶動台灣影視音產業的發展，讓本土的IP、演員和製作人才，都能被國際看見。 　　 我要邀請大家，防疫期間，一起在家收看斯卡羅，用行動支持台灣的戲劇！ 　　 👉收看資訊： 　　 🎬08/14起，公共電視，每週六晚間九點 🎬08/14起，公視+、LINE TV，每週六晚間十點 🎬08/15起，Netflix（台灣）、myVideo，每週日晚間六點，一次上架兩集 🎬08/22起，中華電信MOD、Hami video，每週日晚間六點，一次上架兩集 🎬08/30起，Taiwan+ 海外地區，一次上架六集；9/4起，每週六與公視同步播出 　　 影像提供：公視粉絲團
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-08-15,06:06:01,Photo,46070,40772,3479,425,495,14,84,10,277,514,https://www.facebook.com/46251501064/posts/10157644344001065,"政府採購的 #Moderna疫苗，今天再抵達249,600劑！ 　　 這是我們自購的Moderna疫苗中，第六批的交貨。和前幾批一樣，衛生福利部 將會在最短時間內完成檢驗封緘作業，儘快提供給大家施打。 　　 今天，台灣新增的本土案例則是2例。持續壓低本土案例，也持續推進疫苗供貨和施打進度，我們團結來努力！ 　　 #團結防疫守台灣"
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-08-13,05:11:23,Photo,51369,43691,5452,743,715,10,41,9,302,406,https://www.facebook.com/46251501064/posts/10157641084776065,"今天是星期五，想跟大家分享我這週的外交工作心得： 　　 這幾天，我接連見了 美國在台協會 AIT 的孫曉雅（Sandra Oudkirk）處長以及 澳洲駐台辦事處 Australian Office in Taipei 的露珍怡（Jenny Bloomfield）代表。兩位都是傑出的外交官，也是台灣的好朋友，跟她們會面，不但是愉快的互動，也對各種議題有了深入的交流。 　　 透過對談，我可以感受到，不論是美國還是澳洲，都越來越重視跟台灣的合作，也都在思考，如何在既有的良好穩定基礎上，讓台美、台澳雙邊關係更緊密、更深化。 　　 此外，我們也談論到台灣的戰略位置。美國和澳洲，都從印度－太平洋區域的尺度思考台灣議題。在經貿、科技、安全等區域事務上，台灣都可以發揮的關鍵作用。 　　 就像「戰貓」蕭美琴 Bi-khim Hsiao 大使在美國的活躍一樣，我相當期待，孫曉雅處長和露珍怡代表，也會同樣活躍在台灣的舞台上，和我們一起深化台灣的民主，一起增進台灣的區域貢獻，一起讓世界更加認識台灣。 　　 看到駐台的外國使節，總會讓我想起台灣駐外的外交官。國際疫情依然嚴峻，盼望 外交部 Ministry of Foreign Affairs, ROC（Taiwan） 第一線同仁在努力拓展國際空間的同時，也一定要多保重、要照顧好自己。"
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-08-12,08:00:17,Photo,36362,29203,5063,697,360,12,64,23,532,408,https://www.facebook.com/46251501064/posts/10157639595466065,"因為疫情，我知道很多人的工作都受到不小的影響。剛離開校園、正在找工作的畢業生，也面臨比以往更嚴峻的挑戰。 　　 即使面臨挑戰，大家還是非常努力落實防疫措施，也在疫情下改變了很多生活的習慣。這是台灣可以在三個月內，從單日最多新增723例確診降回個位數，最主要的原因。真的辛苦大家、也謝謝大家了。 　　 政府該做的，是盡可能給大家更多的支持，幫大家減輕負擔，共同度過這段困難的時期。因此，在紓困4.0推出後，我們不斷蒐集大家的意見，也不斷努力在紓困方案中納入更多需要幫助的朋友。 　　 就在今天，勞動部提出了 #應屆畢業青年就業促進方案，包含青年尋職津貼、青年就業獎勵、學習獎勵金等計畫，希望協助應屆畢業生及年輕朋友，找工作可以有獎勵，想加強職業訓練的話，也能有獎助。 　　 另外，關於從事部分工時或全時的中高齡就業朋友反應的需求，我們也進一步 #擴大勞工紓困申請，讓更多人可以申請10,000元津貼。8/13，也就是明天早上開始，就可以請領。 　　 再次謝謝大家配合防疫，紓困政策，政府會繼續努力！ 　　 ✅應屆畢業青年就業促進方案：https://reurl.cc/83mydg ✅全時受僱勞工生活補貼2.0：https://reurl.cc/nogo1n ✅部分工時受僱勞工生活補貼3.0：https://reurl.cc/AkZgVQ 　　 #團結防疫守台灣"
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-08-12,05:33:51,Photo,59991,52585,4936,634,614,23,146,14,447,592,https://www.facebook.com/46251501064/posts/10157639562856065,"今天下午，政府採購的52.4萬劑 #AZ疫苗 已經抵達。這是我們跟AZ公司的採購合約中，第五批到貨的疫苗。目前，台灣累計取得的疫苗，也突破了1,000萬劑。 　　 在全球疫苗短缺下，我們能在短短幾個月內取得超過1,000萬劑疫苗，也把每日確診案例降回個位數，這些得來不易的成績，真的要謝謝所有的防疫人員、外交人員、每一位台灣人民的配合，以及國際夥伴的支持。 　　 我知道大家都希望快點打到疫苗，我們會每天緊盯進度，繼續催促已訂購的疫苗儘速到貨！ 　　 #團結防疫守台灣"
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-08-11,04:55:46,Photo,58619,47514,7543,1353,761,52,282,26,585,503,https://www.facebook.com/46251501064/posts/10157637984036065,國產疫苗8/16開始預約接種，我也會去！ 　　 國際疫情嚴峻，我們不能輕忽防疫措施，更必須持續增加台灣社會集體的防護力。今天指揮中心宣布，國產 #高端疫苗 即將開始施打，我要提醒有意接種高端疫苗的朋友，一起留意以下的時程： 　　 ✅意願登記：8/13（五）12:00結算 　　 ✅預約接種：8/16（一）10:00至8/18（三）12:00 　　 ✅施打時程：8/23（一）至8/29（日） 　　 截至目前為止，已經有超過106萬人在意願登記中勾選高端疫苗。接下來開放預約的對象，也將會根據意願登記的結算情形來決定，請大家持續注意了。 　　 ➡️疫苗施打意願登記與預約系統：https://1922.gov.tw/ 　　 #團結防疫守台灣
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-08-10,03:52:16,Photo,58606,53533,3208,494,779,6,29,4,247,306,https://www.facebook.com/46251501064/posts/10157636461271065,歡迎 美國在台協會 AIT 新上任的孫曉雅處長！ 　　 今天，我在總統府和孫曉雅（Sandra Oudkirk）處長見面，當面恭喜她就任。孫曉雅處長是相當資深的外交官，在1990年代就曾經派駐台灣，對台灣有長期的關注，也有深厚的感情，是我們的老朋友。 　　 2019年台美舉辦第一屆「太平洋對話」時，孫曉雅處長就以美國國務院副助卿的身分，率團來到台灣，也在「玉山論壇」發表專題演講。那時，我和孫曉雅處長對於如何維護區域的和平穩定，深入交換了意見。 　　 這幾年來，台美關係有許多關鍵的進展。像是最近台美雙方召開「貿易暨投資架構協定」（TIFA）會談，以及美國捐贈250萬劑疫苗，這些緊密的互動，都是 #真朋友真進展 的最佳體現。我也期待，接下來能和孫曉雅處長共同努力，繼續深化台美夥伴關係，繼續拓展台美在各領域的合作機會！
