"text","id","created_at","war"
"@P____nut cauz they’re cool","1497712275402235907","2022-02-26T23:16:47.000Z",TRUE
"thanx, appreciate it https://t.co/OWm2Yu2WKC","1497703466352926722","2022-02-26T22:41:47.000Z",TRUE
"@stardust102518 we will, thanx","1497701361311485956","2022-02-26T22:33:25.000Z",TRUE
"To the free people of the world!

We feel your support. We see your demonstrations with our flags. We hear your chants. This helps us fight the horrific Russian evil.

Ukraine holds its ground ✊

We. Will. Not. Fall.

#StandWithUkraine","1497680417301819392","2022-02-26T21:10:11.000Z",TRUE
"Dear @elonmusk 👋 

Ukraine needs your support. Your stance and your actions matter. 

An appeal by our Minister of Digital Transformation here👇 https://t.co/7dhrwApApZ","1497643474727829505","2022-02-26T18:43:23.000Z",TRUE
"Russia's war against Ukraine is taking place in social media too.

Don’t fall for major trends of Russian disinformation!

Use official sources: @MFA_Ukraine, @APUkraine @GeneralStaffUA

P.S. sorry the team is exhausted without sleep, we make mistakes in tweets &amp; tweet them again https://t.co/OknbqLoetU","1497599276901441547","2022-02-26T15:47:46.000Z",TRUE
"Stand with the people of Ukraine. Now accepting cryptocurrency donations. Bitcoin, Ethereum and USDT.

BTC - 357a3So9CbsNfBBgFYACGvxxS6tMaDoa1P

ETH and USDT (ERC-20) - 0x165CD37b4C644C2921454429E7F9358d18A45e14","1497594592438497282","2022-02-26T15:29:09.000Z",TRUE
"#RussiaInvadedUkraine #StopPutin https://t.co/Fbi81teeHi","1497554238695743493","2022-02-26T12:48:48.000Z",TRUE
"🎥: @RFERL","1497452641160507393","2022-02-26T06:05:05.000Z",TRUE
"Russian aggression against Ukraine: LIES vs FACTS https://t.co/pN11PmA24O","1497452546771886082","2022-02-26T06:04:43.000Z",TRUE
"✊ https://t.co/skz1jbsr1R","1497406569469952002","2022-02-26T03:02:01.000Z",TRUE
"@TheSimpsons 💛💙 https://t.co/dl0Fqa2Jwi","1497405072896139264","2022-02-26T02:56:04.000Z",TRUE
"Your actions matter. Your voice can be decisive to strengthen Western resolve and protect the security of Ukraine, Europe and the entire free and democratic world from a new revanchist force in Europe. Act NOW!","1497294942191996931","2022-02-25T19:38:27.000Z",TRUE
"2. Donate money to support the Ukrainian Army. You can transfer money to the following accounts:

🇺🇦 https://t.co/XXCiLUgMOv 

🇺🇦 https://t.co/1Cr5CAEilv 

3. Organize street protests in your city to support Ukraine and condemn Russian aggression","1497294840110977024","2022-02-25T19:38:02.000Z",TRUE
"You can help. Please support Ukraine by urging your governments to act:

1. Call your MP to urge strong economic sanctions: banning Russia from SWIFT, fully isolating it, stopping all business, oil and gas embargo, providing Ukraine with more defensive weapons, ammunition, money","1497294708879540224","2022-02-25T19:37:31.000Z",TRUE
"Leaders and heads of governments of your countries expressed their support and condemned Russian aggression. This is not enough. We need decisive actions to stop Russian aggression now and avert further loss of human lives, ruining of the security order in the entire Europe.","1497294614692347905","2022-02-25T19:37:09.000Z",TRUE
"Russia invaded Ukraine. Russian missiles and military are targeting civilian infrastructure and killing innocent people in Ukrainian cities. Russia attacks not only Ukraine; it attacks the whole of Europe. Ukraine defends its own independence, and peace and democracy in Europe.","1497294520240807945","2022-02-25T19:36:46.000Z",TRUE
"Dear friend, your actions matter. Your voice can be decisive to strengthen Western resolve and protect the security of Ukraine, Europe and the democratic world. Act NOW! See thread with a few simple steps to support Ukraine 👇 https://t.co/5MJx9hzJzs","1497294422354055171","2022-02-25T19:36:23.000Z",TRUE
"Make no mistake. Ukrainians will prevail. We fought against the Russian and Soviet empires in the past and – always – freedom and democracy won the day. We need your support now. Support the Ukrainian Army and economy. Let’s #StopRussianAggression together https://t.co/pVX50pPtVd","1496931878116466689","2022-02-24T19:35:46.000Z",TRUE
"hey people, let’s demand @Twitter to remove @Russia from here

no place for an aggressor like Russia on Western social media platforms

they should not be allowed to use these platforms to promote their image while brutally killing the Ukrainian people @TwitterSupport","1496888388938604556","2022-02-24T16:42:57.000Z",TRUE
"Tag @Russia and tell them what you think about them","1496837835743133699","2022-02-24T13:22:04.000Z",TRUE
"Donate for the Ukrainian army here: https://t.co/pVX50pPtVd https://t.co/cjNYhNvWbX","1496817739419295751","2022-02-24T12:02:13.000Z",TRUE
"RT @anneapplebaum: Be very, very careful over the next few days with military information. The Russians want to persuade Ukraine to surrend…","1496788879743070210","2022-02-24T10:07:32.000Z",TRUE
"❗️UPD: If the previous link doesn't work you may use ➡️
🔗https://t.co/geAWycCNj0…

#RussiaInvadedUkraine 
Russia has started the new wave of aggression against Ukraine. Wherever you are, whatever you do, you can help Ukraine now. You can help Ukraine against Russian aggression https://t.co/zKjCGyEpQa","1496776763715866626","2022-02-24T09:19:23.000Z",TRUE
"Join our Twitter-storm on February 24rd from 12 to 2 pm Kyiv, 10 am - 12 pm UTC. Use #StopRussianAggression and #RussiaInvadedUkraine hashtags to tell the world of the ongoing Russian aggression against Ukraine and the fact that Ukraine is under attack. https://t.co/QY9p2ySQvZ","1496776124696780802","2022-02-24T09:16:51.000Z",TRUE
"This is not a ‘meme’, but our and your reality right now.","1496767831182041089","2022-02-24T08:43:54.000Z",TRUE
"#RussiaInvadedUkraine 

Russia has started the new wave of aggression against Ukraine. 
Wherever you are and whatever you do, you can help Ukraine now. You can help Ukraine against Russian aggression.

🔗https://t.co/RM1eqXyfo9 https://t.co/cZwiiOsWvv","1496766797005176832","2022-02-24T08:39:47.000Z",TRUE
"⚠️ #RussiaInvadedUkraine Today, on February 24 at 5AM, the armed forces of the Russian Federation attacked Ukraine. #StayWithUkraine, stay tuned for updates on Ukraine’s official sources and channels in English and support Ukraine in its fight for freedom and democracy in Europe. https://t.co/MYGk5zmLz2","1496758598688559105","2022-02-24T08:07:13.000Z",TRUE
"https://t.co/IaqFbpayqz","1496716168920547331","2022-02-24T05:18:36.000Z",TRUE
"#StandWithUkraine 💛💙

🎥: @dorosh_raw https://t.co/5Cq7qbPCue","1496156083865460739","2022-02-22T16:13:02.000Z",FALSE
"hey @Lithuania 
happy state restoration day! 

we share 

centuries of common history 
struggle for freedom
desire for peace 

happy having you as a friend!
❤️💚💛","1494060421925515268","2022-02-16T21:25:37.000Z",FALSE
"🇵🇱 dziękuję! 🇺🇦 https://t.co/Ctvhe0KOCy","1494028265010434050","2022-02-16T19:17:50.000Z",FALSE
"@Lithuania https://t.co/z540UZo3pU","1493701549993955335","2022-02-15T21:39:35.000Z",FALSE
"💛💙 Ačiū, draugai ❤️💚💛 https://t.co/HYpvXV3U7m","1493694838767767557","2022-02-15T21:12:55.000Z",FALSE
"📸: @s_morgunov","1493194575145541635","2022-02-14T12:05:03.000Z",FALSE
"#StandWithUkraine 💛💙 https://t.co/eT62TDTqOy","1493194256969834496","2022-02-14T12:03:47.000Z",FALSE
"Mesmerizing Kyiv sunset 🌉

📍Kyiv, Ukraine

Photo: Arthur Lahoda (ig) https://t.co/5GqURjvAm5","1492167572380336131","2022-02-11T16:04:07.000Z",FALSE
"Photos: George Bondarenko, My_Flying_Shark (ig)","1491839079020908545","2022-02-10T18:18:48.000Z",FALSE
"Remarkable Ukrainian scientist &amp; inventor Vasyl Karazin was born 249 years ago on this day in Kharkiv region.

As a champion of popular education, Karazin established the first university in the east of Ukraine in Kharkiv in 1805, now among Ukraine’s best. https://t.co/ODZHKCYAlW","1491838855221321730","2022-02-10T18:17:54.000Z",FALSE
"🌊The Tuzly Lagoons National Nature Park

📍Odesa region, Ukraine

Photos: miishynin (ig) https://t.co/XWEvbYThDr","1490997641198837762","2022-02-08T10:35:13.000Z",FALSE
"Photos: @ukrinform, @tsnweek","1490668559831375872","2022-02-07T12:47:34.000Z",FALSE
"Legendary Ukrainian aircraft designer Oleh Antonov was born 116 years ago OTD.

52 gliders &amp; 22 airplanes were created under his leadership.

Among the most significant are An-22 Antei, An-124 Ruslan, and giant An-225 Mriya which set over 110 world records with its maiden flight. https://t.co/ylSoWMvciE","1490668218729615361","2022-02-07T12:46:13.000Z",FALSE
"The Marmarosy Mountain Range

📍Carpathians, Ukraine

Photo: Oleksandr Kalinin https://t.co/VDLK79sW4l","1488811879195721734","2022-02-02T09:49:47.000Z",FALSE
"1️⃣0️⃣2️⃣ years ago on this day Ivan Franko National Academic Drama Theater was founded in Vinnytsia.

In 1926 it moved to Kyiv. Today the Franko theater remains one of Ukraine’s leading cultural institutions. https://t.co/1bJ2L2EfMs","1487158373590126596","2022-01-28T20:19:20.000Z",FALSE
"Outstanding Ukrainian landscape painter of Greek descent Arkhyp Kuindzhi was born 1️⃣8️⃣1️⃣ years ago in Mariupol.

He was called the ‘master of light‘ for his extraordinary talent of bringing streams of light to life on his canvas.

P.S. fabulous views of Ukrainian Crimea, btw 💛💙 https://t.co/nMrztKRRX9","1486688890517958658","2022-01-27T13:13:47.000Z",FALSE
"@JuliWithAnA а хто борець — той здобуває твіт","1486328331167485956","2022-01-26T13:21:03.000Z",FALSE
"@ISPuuuv 💛💙","1486300257344491529","2022-01-26T11:29:30.000Z",FALSE
"“The truth is that humor has an enormous power”.

Get to know more about Twitter Ukraine in our rare interview to @washingtonpost

P.S. thanks for the nice chat, @ikhurshudyan 🙌
https://t.co/yXGeV7HOfI","1486296653111996418","2022-01-26T11:15:10.000Z",FALSE
"Happy 31st birthday to our 2020 Olympic Champion, multiple world champion in Graeco-Roman wrestling Zhan Beleniuk🎉 

Wishing many sound victories ahead 🤼‍♂️

Photos: Zhan Beleniuk (ig), EPA/UPG https://t.co/XxRGVe8asM","1485646205204021248","2022-01-24T16:10:31.000Z",FALSE
"👋👋👋 

Join the global #UkrainianWave 

RT #StandWithUkraine + 👋 https://t.co/r7KqGkIJJJ","1484862431969087490","2022-01-22T12:16:05.000Z",FALSE
"Lighthouse on the Kyiv Reservoir ❄️🌊

📍Vyshhorod, Ukraine

📸 ig: olya_flydji https://t.co/INlyhhlzuJ","1484460973645869057","2022-01-21T09:40:50.000Z",FALSE
"Photos: https://t.co/YznPV1Vh4t, https://t.co/SRkuzDmtOH","1484188456028807180","2022-01-20T15:37:57.000Z",FALSE
"Ukraine's greatest economist of all times Mykhailo Tuhan-Baranovskyi was born 157 years ago on this day in Kharkiv region.

Author of the first book on political economy and revolutionary economic theories, in 1918 he was one of the founders of the Ukrainian Academy of Sciences. https://t.co/h741KztAtY","1484187109107789835","2022-01-20T15:32:36.000Z",FALSE
"Happy birthday to our national legend, Ukrainian choreographer Myroslav Vantukh.

Under his leadership Virsky National Folk Dance Ensemble created some remarkable masterpieces of Ukrainian folk choreography. https://t.co/ncqYBUpnZs","1483367176518225920","2022-01-18T09:14:29.000Z",FALSE
"🗻Gorgany Nature Reserve - precious place of stone pine trees protection🌲

📍Ivano-Frankivsk region, Ukraine

Photos: Oleksandr Kalinin https://t.co/VlvsB9LhzY","1483112212050894848","2022-01-17T16:21:20.000Z",FALSE
"🎥 Watch Ukrainian satellite ""Sich-2-30"" being launched to orbit the Earth ⤵️

@YuzhnoyeSDO 🤝 @SpaceX https://t.co/Jct0QeFTEL","1481646743229845510","2022-01-13T15:18:05.000Z",FALSE
"@Gabby_Hoffman 💛💙","1481620552133586944","2022-01-13T13:34:01.000Z",FALSE
"https://t.co/aMGxnGGjIk","1481536598760173569","2022-01-13T08:00:25.000Z",FALSE
"Prominent Ukrainian, space exploration pioneer Serhii Korolev was born 115 years ago in Zhytomyr.

Stalin put Korolev behind bars in a politically motivated case. But Korolev prevailed, made a remarkable career, sent the first human to space &amp; expanded space exploration horizons. https://t.co/liTrZJ8AoD","1481342454834028550","2022-01-12T19:08:57.000Z",FALSE
"Ukrainian naïve art genius Maria Prymachenko was born 113 years ago in Bolotnya, Kyiv region.

She lived a quiet life in her native village, creating world-famous masterpieces, and had a unique artistic gift, but no education.

Find her works in Ukrainian Folk Art Museum in Kyiv. https://t.co/8fROPKlH6y","1481215913919750144","2022-01-12T10:46:08.000Z",FALSE
"Ph: https://t.co/Ozpb1HTnLQ, Ukrainian Rhythmic Gymnastics Federation","1480983500337692673","2022-01-11T19:22:36.000Z",FALSE
"Happy birthday to Iryna Deriugina, our famous individual rhythmic gymnast, twice all-around world champion (1977, 1979) 🎉

As a coach, she brought up generations of remarkable sportspeople.

“Deriugina Cup” gathers best gymnasts from ca 35 countries each year. https://t.co/flTN9A6wmb","1480982540878069761","2022-01-11T19:18:47.000Z",FALSE
"Ukrainian wold-famous composer of German and Polish descent Reinhold Glière was born 1️⃣4️⃣7️⃣ years ago OTD in Kyiv.

Our prominent composers Serhii Prokofiev, Borys Lyatoshynskyi, Levko Revutskyi and others were taught by Glière. He was also the director of our first conservatory. https://t.co/DEvI6oYuOI","1480959964365701124","2022-01-11T17:49:05.000Z",FALSE
"Photo: Yurii Mechytov","1480221600783994885","2022-01-09T16:55:05.000Z",FALSE
"Genius Armenian &amp; Ukrainian film director Serhii Parajanov was born OTD 98 years ago.

His ‘Shadows of Forgotten Ancestors’, ‘The Color of Pomegranates’ &amp; other films are gems of world cinema.

Parajanov also opposed political repressions in Ukraine &amp; got imprisoned by the USSR. https://t.co/A9Mlpeimm6","1480221421351669765","2022-01-09T16:54:22.000Z",FALSE
"Ph: https://t.co/uEy2tVo6OA","1479147328695119882","2022-01-06T17:46:19.000Z",FALSE
"Happy birthday to Ukraine’s world-famous conductor Oksana Lyniv, a great talent with many ‘first’ titles 🏆🎼

First-ever female chief conductor of Austria’s Graz Opera and Germany’s Bayreuth Festival. First-ever female to head Italy’s Bologna Communal Theatre in 2022-2025. https://t.co/dExOKOlLPR","1479146959688581126","2022-01-06T17:44:51.000Z",FALSE
"Prominent Ukrainian poet &amp; dissident Vasyl Stus was born 8️⃣3️⃣ years ago.

He was a poet of a rare talent and created some true masterpieces of Ukrainian 20th century poetry.

Soviet dictatorship banned his works &amp; twice imprisoned Stus. He died in Soviet prison in 1985, aged 47. https://t.co/o2NUC7XvNQ","1479043113037570049","2022-01-06T10:52:12.000Z",FALSE
"🏔Mount Hoverla, Carpathians, Ukraine

The highest mountain in Ukraine, Mount Hoverla proudly enjoys the status of one of the top tourist destinations of our country🏕

#BeautifulUkraine
#VisitUkraineNOW

📸: Creative Travel Projects https://t.co/rZn09hVjqv","1478647897960992768","2022-01-05T08:41:45.000Z",FALSE
"Some photos from composer’s authentic study-museum in Kyiv⤴️

📸: Marie Popyk, Tetiana Homon","1477997459855093763","2022-01-03T13:37:08.000Z",FALSE
"Prominent Ukrainian composer &amp; conductor Borys Lyatoshynsky was born 1️⃣2️⃣7️⃣ years ago OTD in Zhytomyr.

Lyatoshynsky is one of the founders of modernism in our classical music.

His work played a major role in developing Ukrainian symphonism as part of European cultural mosaic. https://t.co/OJMYtJzbsu","1477997107344728068","2022-01-03T13:35:44.000Z",FALSE
"💫May the New 2022 be full of joy and breathtaking visits to Ukraine💙

📸 ig: Olya_flydji https://t.co/V9hLlyfT9w","1477269528308551683","2022-01-01T13:24:36.000Z",FALSE
"The Tunnel of Love 🤍

📍Near Klevan, Rivne region

📸: Ivan Mulyk, Oles Kostiuchko

Learn more about Ukraine’s famous Tunnel of Love ⤵️
https://t.co/uTdkptb817 https://t.co/Svoh2tDjy3","1476578056139595778","2021-12-30T15:36:56.000Z",FALSE
"Visiting Ukraine for the holiday season is unforgettable 🎄✨

📍Kontraktova Square, Kyiv

📸 ig: Olya_flydji, Pasha Zaiarnyi

#VisitUkraineNow
#BeautifulUkraine https://t.co/UEGE5SP406","1476461594691481601","2021-12-30T07:54:10.000Z",FALSE
"https://t.co/ga1kbRAt97","1475466172699226118","2021-12-27T13:58:43.000Z",FALSE
"🌬❄️

📍Near Chorna Kleva Mountain, Carpathians, Ukraine

📸: Oleksandr Kotenko https://t.co/VI5KcUuCUA","1475093697016512518","2021-12-26T13:18:37.000Z",FALSE
"Prominent Ukrainian conductor and composer Hryhoriy Veryovka was born 1️⃣2️⃣6️⃣ years ago on this day in Berezna, Chernihiv region.

He founded an outstanding folk collective @Veryovka_UA, one of Ukraine’s leading choirs. https://t.co/EebI62mf5L","1474848683078393858","2021-12-25T21:05:02.000Z",FALSE
"Looks like @Tesla really enjoys Ukrainian Shchedryk a.k.a. ‘Carol of the bells’ ☺️

...isn’t it high time we sent this Christmas anthem to outer space @elonmusk? https://t.co/W7td9IfUfb","1474804569305751554","2021-12-25T18:09:44.000Z",FALSE
"OTD 30 years ago the USSR collapsed. The greatest  geopolitical joy of the XX century! https://t.co/M5h4m3fKml","1474625967436009473","2021-12-25T06:20:02.000Z",FALSE
"For those celebrating in January — no worries, we’ll post another tweet again in two weeks!","1474423217032990732","2021-12-24T16:54:23.000Z",FALSE
"Merry Christmas to everyone celebrating today! 

📸: Arthur Lahoda https://t.co/yIMDMYvlUS","1474423091417731076","2021-12-24T16:53:53.000Z",FALSE
"Christmas Kyiv is calling🌟🎄

#BeautifulUkraine #VisitUkraineNOW 

📍Kyiv, Ukraine

📸: Oleksandr Tumko, Pasha Zaiarnyi https://t.co/X2pzlvR6Gl","1473548983578595332","2021-12-22T07:00:29.000Z",FALSE
"The world’s largest cargo aircraft, legendary Ukrainian giant AN-225 ‘Mriya’ (‘Dream’ in Ukrainian) made its maiden flight on December 21st 1988 in Kyiv. 
Dream big 🇺🇦✈️

Photo: @KyivPost https://t.co/tawaaWSPg1","1473384364876644358","2021-12-21T20:06:21.000Z",FALSE
"Charming winter in Lviv❄️✨

📍Lviv, Ukraine

📸: Ivan Kmit https://t.co/S7B7zOp1wp","1471122544669380612","2021-12-15T14:18:41.000Z",FALSE
"The author of the world-famous ‘Carol of the bells’ (‘Shchedryk’), Ukrainian composer Mykola Leontovych was born 1️⃣4️⃣4️⃣ years ago OTD in Vinnytsia region

Listen to ‘Shchedryk’ and get yourself in the mood for X-mas ✨🎄

🎥: https://t.co/IaxyBy8LyR

🍏🎶: https://t.co/iobRe4JTJU https://t.co/FrabzRGr8h","1470360849260982282","2021-12-13T11:51:59.000Z",FALSE
"Rollin into the weekend like Stepan 
the cat from Kharkiv, Ukraine🍷🐱

ig: loveyoustepan https://t.co/OuwlKexXRy","1469379026196307969","2021-12-10T18:50:34.000Z",FALSE
"Ph: Oleksandr Kotenko, Creative Travel Projects","1469298422192693248","2021-12-10T13:30:16.000Z",FALSE
"Meanwhile in the Carpathians❄️ https://t.co/mYaPT96IEE","1469298375153618948","2021-12-10T13:30:05.000Z",FALSE
"Magical winter in Kyiv❄️☃️

📍Kyiv, Ukraine

Ph: Arthur Lahoda https://t.co/y4XWxVd74b","1468922527569358853","2021-12-09T12:36:36.000Z",FALSE
"🏰Bilhorod-Dnistrovskyi fortress 

Built in 13th-14th centuries, it is the largest ancient fortress in Ukraine and a spectacular landmark for tourists from all over the globe.

📍 Bilhorod-Dnistrovskyi, Odesa region, Ukraine
#VisitUkraineNOW #BeautifulUkraine  
📸 ig: miishynin https://t.co/19NAgoJAUe","1468520474426716167","2021-12-08T09:58:59.000Z",FALSE
"https://t.co/bBtsdr7wmX","1468206078940823554","2021-12-07T13:09:41.000Z",FALSE
"1️⃣2️⃣1️⃣ years ago on this day our great artist Kateryna Bilokur was born in Bohdanivka, Kyiv region.  

Inspired by folklore, she painted detailed pictures mostly with self-made cat hair and cherry twig brushes.

Picasso was amazed, when he saw her works exhibited in the Louvre🖼 https://t.co/3Cbem4Zyx4","1468151735013330947","2021-12-07T09:33:45.000Z",FALSE
"FYI https://t.co/cGxhpf2aEy","1467867359255871494","2021-12-06T14:43:44.000Z",FALSE
"📸: https://t.co/ynXIShnc7U","1467798348455366659","2021-12-06T10:09:31.000Z",FALSE
"Our prominent heart surgeon and inventor Mykola Amosov was born 1️⃣0️⃣8️⃣ years ago OTD

He was the first to treat heart disease surgically in Ukraine. His innovative methods and devices saved numerous lives

Ukrainian National Institute of Cardiovascular Surgery is named after him https://t.co/c6b1bdUubF","1467797591035420679","2021-12-06T10:06:30.000Z",FALSE
"https://t.co/GnoYV7T8uM","1467480400939335682","2021-12-05T13:06:06.000Z",FALSE
"Famous Ukrainian pole vaulter, Olympic champion, President of @OlympicUA Serhii Bubka turns 5️⃣8️⃣ today.

Bubka was listed in @GWR for the most world records set by an individual in athletics (35!)💫

His 1994 outdoor record of 6.14 stood for 26 years!

Proud!

Photos: @tribunaua https://t.co/dS1t1mHu7X","1467208033096945673","2021-12-04T19:03:49.000Z",FALSE
"Our legendary singer Nazariy Yaremchuk was born 7️⃣0️⃣ years ago OTD in Chernivtsi region.

His „Chervona ruta“, „Vodohrai“, „Rodyna“, „Stozhary“ quickly became folk songs and still live on in people‘s hearts.

Yaremchuk remains one of the most beloved Ukrainian song performers. https://t.co/LYyPo0TCdC","1465673365117714438","2021-11-30T13:25:35.000Z",FALSE
"2️⃣4️⃣3️⃣ years ago on this day our remarkable writer, literary critic, journalist and playwright Hryhorii Kvitka-Osnovianenko was born in the vicinity of Kharkiv.

He founded prose fiction genre in Ukrainian literature and contributed greatly to the cultural development of Kharkiv. https://t.co/nRYUuHkt58","1465314526333653002","2021-11-29T13:39:41.000Z",FALSE
"Mesmerising autumn colours🍁🌲🌾

📍Yaremche, Ivano-Frankivsk region, Ukraine

📸 ig: utah_names https://t.co/bRYo0mC0Sp","1465244696683372544","2021-11-29T09:02:13.000Z",FALSE
"Chag Hanukkah Sameach to our friends in @Israel and everyone celebrating today around the world!

📸: Menora on today’s foggy night in Kyiv https://t.co/kiA5Tm55jS","1465040140431245314","2021-11-28T19:29:23.000Z",FALSE
"@VottoPlantEmoji it did. just like your ban.","1464696881058045965","2021-11-27T20:45:23.000Z",FALSE
"Our eminent scientist, welding &amp; metal technology pioneer Borys Paton was born 1️⃣0️⃣3️⃣ years ago OTD in Kyiv.

His inventions changed engineering and are nowadays widely used around the globe.

Paton led Ukraine’s National Academy of Sciences for almost 6 decades🎓

📸:@UKRINFORM https://t.co/PNb84jHpW3","1464677401791803400","2021-11-27T19:27:59.000Z",FALSE
"Invented by Lenin, perfected by Stalin, man-made famines were one of the ugliest Soviet dehumanisation crimes. 

Light a candle today and give a thought to the millions of innocent victims of Holodomor 1932-1933 - genocide against Ukrainians and crime against humanity. https://t.co/JXzk5Bq7kR","1464653467599917062","2021-11-27T17:52:53.000Z",FALSE
"Remarkable Ukrainian expressionist Abram Manevych was born 1️⃣4️⃣0️⃣ years ago on this day.

He belongs to the galaxy of masters who stood at the origins of Ukrainian culture of the 20th century.

Manevych was among the founders of @NAAUkraine in 1917 and its first professors. https://t.co/Ti0fS3Z25c","1463867410306457608","2021-11-25T13:49:22.000Z",FALSE
"Great anatomist &amp; surgeon Mykola Pyrohov was born OTD in 1810.

He created the first atlas of topographical &amp; applied human anatomy, pioneered the use of anesthesia in surgery.

Since 1861 Pyrohov lived &amp; worked in 🇺🇦Vinnytsia. Today, his mansion is a museum well worth visiting. https://t.co/1dlQCSQ4dx","1463825957312212992","2021-11-25T11:04:39.000Z",FALSE
"when Russian officials deny they plan to attack Ukraine https://t.co/oIt5xP3ATy","1463237652048756742","2021-11-23T20:06:56.000Z",FALSE
"photos: Ihor Malitskyi’s archive, Reuters, Milena Kovalska.","1463176885890953219","2021-11-23T16:05:28.000Z",FALSE
"Our legend, Ihor Malitskyi, passed away at the age of 96.

He was a man of unbreakable spirit and love of life, survivor of four Nazi death camps and a remarkable scientist.

Malitskyi was an inspiring public figure and a great patriot of Ukraine.

He will be sorely missed 🕯 https://t.co/Gipl7GNFym","1463176138893795334","2021-11-23T16:02:30.000Z",FALSE
"@Volyn_Youth_Lib https://t.co/OQzH2a96rz","1463096344474705923","2021-11-23T10:45:26.000Z",FALSE
"photos: Reuters.","1463080699855056905","2021-11-23T09:43:16.000Z",FALSE
"1️⃣1️⃣8️⃣ years ago OTD our remarkable aircraft engine designer Oleksandr Ivchenko was born in Zaporizhzhia.

Ivchenko was a gifted innovator. His engine designs enabled many remarkable aircrafts, including Ukraine’s An-22 ‘Antei’, the world‘s largest turboprop-powered aircraft. https://t.co/vLBuw7ihuR","1463080332568240132","2021-11-23T09:41:48.000Z",FALSE
"@_krrivi_ @zla_kartoplia entj","1462864779085852676","2021-11-22T19:25:16.000Z",FALSE
"@sealandgirl @Russia consider you’re married to Ukraine if you are a Ukrainian citizen 💛💙","1462828978234875911","2021-11-22T17:03:01.000Z",FALSE
"can someone pls tell Viktor Yanukovych who still hides in @Russia that 13 years in prison will not serve themselves

#VisitUkraineNOW","1462788859406827528","2021-11-22T14:23:36.000Z",FALSE
"📸: https://t.co/wg8xfZgMjO","1462775105319325696","2021-11-22T13:28:56.000Z",FALSE
"2️⃣9️⃣9️⃣ years ago OTD our world-famous philosopher Hryhorii Skovoroda was born in Poltava region.

His philosophy developed a unique study of a human being, happiness and self-knowledge.

Skovoroda arranged his tombstone to read ‘The world tried to capture me, but didn’t succeed’. https://t.co/W69jRznFEl","1462774658680471554","2021-11-22T13:27:10.000Z",FALSE
"photos: Glavred, Reuters, Efrem Lukatsky, Denys Didenko.","1462345064231936001","2021-11-21T09:00:07.000Z",FALSE
"🇺🇦✌️Happy Day of Freedom and Dignity

On this day the Orange Revolution in 2004 and the Revolution of Dignity in 2013 began.

Freedom and dignity are worth a winter on fire. https://t.co/fv1UFWN8kl","1462342960301887492","2021-11-21T08:51:45.000Z",FALSE
"Kyiv on a frosty November morning☃️

📍Kyiv, Ukraine

📸 ig: ekaterinaa_leto https://t.co/NQGOsq3b49","1461953354402254848","2021-11-20T07:03:36.000Z",FALSE
"1️⃣4️⃣0️⃣ years ago OTD prominent agronomist &amp; entomologist Gregório (Hryhorii) Bondar was born in Cherkasy region.

Bondar described up to 400 new 🌱plant and 🦗insect species. Dozens of them bear his name. He spent most of his professional life in Brazil and is buried in Salvador. https://t.co/ABDv2AsvOw","1461338139482542084","2021-11-18T14:18:57.000Z",FALSE
"🚀European lightweight rocket Vega successfully deployed 3️⃣ CERES Earth observation satellites from a launchpad in French Guiana.

Vega’s main engine unit was developed by Ukrainian @YuzhnoyeSDO and is manufactured by 🇺🇦Yuzhmash.

🎥: https://t.co/53oKYejzpo

📸: @YuzhnoyeSDO https://t.co/Xz9kTimgHL","1460929900995661825","2021-11-17T11:16:45.000Z",FALSE
"Kharkiv National University was founded on this day in 1804 by a prominent intellectual and public figure Vasyl Karazin.

3️⃣ Nobel laureates — Ilya Mechnikov, Simon Kuznets and Lev Landau — studied and worked in @KarazinUniver 🎓

🖼: Serhii Smetankin https://t.co/SbY0FXBdwb","1460901913701011463","2021-11-17T09:25:33.000Z",FALSE
"📸 ig: miishynin","1460563337431949313","2021-11-16T11:00:10.000Z",FALSE
"🏰 Pidhirtsi Castle

Constructed in 1635-1640, it is considered one of the best examples of combining a majestic palace with bastion fortifications in Europe.

Visit and discover mystical legends surrounding the castle (not afraid of ghosts👻🤪?)

📍Pidhirtsi, Lviv region https://t.co/pRSRGyyp59","1460563258893611008","2021-11-16T10:59:51.000Z",FALSE
"📸: https://t.co/1COKQPIEYr","1459604200560771073","2021-11-13T19:28:54.000Z",FALSE
"Prominent human rights activist, dissident, leader of the Crimean Tatar people Mustafa Dzhemilev turns 78 today.

Soviets held him in prison camps for a total of 15 years, but couldn’t stop him from fighting for his people.

Twice nominated for the Nobel Peace Prize (2009, 2011). https://t.co/rAGhGyuiNg","1459603967806218241","2021-11-13T19:27:58.000Z",FALSE
"In 1889 on this day our prominent writer and novelist Ostap Vyshnya was born in Sumy region. 

This talented master of Ukrainian satire and humour was a founder of a new literary genre - the grin.

Twice tried by the Bolsheviks in trumped-up cases in the 1920s and 1930s. https://t.co/YEdC9s8s1x","1459485757421273089","2021-11-13T11:38:15.000Z",FALSE
"Zmiiv cliffs along the Siverskyi Donets🛶

📍Zmiiv, Kharkiv region, Ukraine

📸 ig: my_flying_shark https://t.co/tN2X9h3ACn","1458813793908273158","2021-11-11T15:08:06.000Z",FALSE
"📍Kyiv, Ukraine

📸 ig: emeciii","1458442635362897924","2021-11-10T14:33:15.000Z",FALSE
