Group Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
JR Beauty & Collection,JRTRAINET,100064074724065,SPA_BEAUTY_PERSONAL_CARE,HK,2010年成立，本店有商業登記註冊，設有門市取貨，所有貨均由正規代理或供,2010-02-15 02:11:11,4670,4979,2022-06-24 05:30:56 EDT,2022-06-24,05:30:56,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/300261737241/posts/10158167408292242,台灣奶油小酥餅5入 零售價 : $69/盒 截單日：6月28日 預計到貨日：8月尾 ======================= 獨享大片50g 層層酥綿💯甜蜜回味 台中大甲名產好吃必買 獨享size一個人吃剛剛好，不怕切完酥皮掉一半💥 大甲老店品質保證 密封阻隔袋獨立包裝延長效期🆙🆙送禮自用保存更方便👍 180天的美味好禮 💯台中知名店家製造的奶油酥餅 💯網路獨家販售-✅高阻隔袋裝 保鮮NO.1✅ 🉐每次到台中都必買 始終秉持著最初的用心與傳統工藝 濃濃奶油香氣細緻香濃不膩😋 微甜奶油內餡 大人小孩吃不膩的滑順口感 香酥外皮每一口都幸福😋！ 就算常常吃~🙈也還是抗拒不了它的美味 所以一次就買好幾盒，放著總是在不知不覺中就吃光了🙈 🥧必買原味奶油小酥餅 甜甜奶香及層層酥綿餅皮就是最佳搭配 常年銷售冠軍口味🏆 💜台中大甲芋頭奶油小酥餅 💪奶油酥餅✖💪大甲芋頭 大甲最有名最好吃的2個美食結合😋 香甜濃郁芋頭香😍~芋頭控們千萬別錯過 過年過節~返鄉~拜拜祭祖~休閒零食 大家都愛吃的奶油酥餅 送禮自己吃~絕對不NG~ -規格：250g(50g*5入) -產地：台灣 -保存期限：180天 -保存方法：請置於陰涼乾燥處，避免陽光照射，開封後請盡快食用完畢 ⚠️本產品含有麩質之穀類、奶製品、蛋類、堅果，不適其過敏體質者食用 ⚠️生產線亦生產大豆、花生製品，對其過敏者請勿食用 🤗2款選擇 A.原味 B.芋頭,https://www.facebook.com/JRTRAINET/photos/a.10151142753002242/10158167408202242/?type=3,,,,,,,,-12
社區工會職訓中心．烘焙廚藝教室,062815577good,1525517127728595,SOCIAL_SERVICES,TW,"✨政府補助→ 勞．健保40%
✨勞健保加保辦理
✨各類專案課程
✨一般民眾皆可參加
✨教室後面有停車場 https://reurl.cc/7DgrRk
✨包班包課、場地租借",2015-01-26 11:30:55,30101,32350,2022-06-24 00:00:01 EDT,2022-06-24,00:00:01,Photo,13,12,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1525517127728595/posts/3270388553241435,蟹老闆中式糕餅系列課程 【鹹香Q餅 & 甜心老婆餅】 您知道~老婆餅的軟心內餡 完全『不需加熱煮沸』這道程序 只透由『直接技巧性拌勻』即可分餡處理 省時好操作 新手。老手簡單易上手 黑白包也不怕爆餡 您知道～鹹香Q餅 白芝麻要多一道前置工序，才會有畫龍點睛的蓬鬆香口感嗎！ Q餅的層層內餡要如何包覆，才能讓每個內餡乖乖就定位均勻地分佈嗎！ 蟹老闆就是擅長 用最簡單的方法撇步，教您完成最不簡單的美味 無論新手。老手都能輕易上手 讓你的中式糕餅功力大爆發的一堂課 同學們！一起來輕鬆練功囉 課程內容： 油皮（示範 互動） 油酥（示範 互動） 餡料調製教學（實作） 分割油酥皮（實作） 包酥、桿捲、包餡、整形（實作） -------------------------- - 甜心老婆餅、鹹香Q餅 - 繼大受好評的油酥皮課程『手作太陽餅』後 同學敲凹鐵碗許願再來一枚的 『中式餅皮課程』來囉！ 甜心老婆餅 金黃色的酥鬆外皮 包裹著Q而帶有彈性、甜的恰到好處的軟甜糯香內餡 皮薄餡厚正是老婆餅的獨有特色 有別於太陽餅、奶油酥餅的口感與風味 喜歡中式甜餅的您，定會愛上她的與眾不同 鹹香Q餅 網路超人氣伴手禮～ 甜中帶鹹的絕佳好味道 外層滿是蓬鬆香的白芝麻 外皮酥脆、內餡分明層次 內餡 紅豆沙、麻糬、鹹蛋、肉鬆比例的掌控及包餡製作工法 讓餡料層層堆疊出『鹹甜香酥Q』的美味層次口感 層層工法細節都不容馬虎 入口才能融合出最完美平衡的終極美味 邪惡的讓你吃完ㄧ顆再ㄧ顆⋯再ㄧ顆⋯再⋯⋯ 課程時間：07/09 (六) 09:00-12:30 研習費用：1900，含材料、講師、講義、器具、場地 每人可以帶走：甜心老婆餅及鹹香Q餅成品各6顆 課程報名：https://www.surveycake.com/s/QmRYA 🎉更多╒謝岳恩╕老師的精彩課程🎉看這邊👇 @07/08(五)【經典糕餅專修班】<謝岳恩> https://fb.me/e/2pGWmAVAp @07/08(五)【中式糕餅系列】<謝岳恩>https://fb.me/e/1Y0ImNmGx @07/09(六)【鹹香Q餅 & 甜心老婆餅】<謝岳恩>https://fb.me/e/21Dm8qmJ7 @07/09(六)【拍手桂花鳳梨酥】<謝岳恩>https://fb.me/e/51TQgdFXc @08/28(日)【油蔥蝦米肉餅+蒜蓉酥餅】<謝岳恩> @08/29(一)【油蔥蝦米肉餅+蒜蓉酥餅】<謝岳恩> @08/29(一)【司康scones專修班】<謝岳恩> ──────────── 師資簡歷： @謝岳恩 老師 @謝岳恩-蟹老闆的烘焙蟹樂園 大台南市社區工會- 職訓中心 專任講師 香港、馬來西亞、新加坡海外授課講師 大蟹曲奇 研發監製 poc 技術指導 純發西點麵包 師傅 方師傅點心坊 師傅 巴貝多點心坊 西點主廚 凱德精緻烘培 西點主廚 TONE咖啡蛋糕 西點主廚 乙級烘焙食品技術士 ──────────── 官方網站：https://tcsu.org.tw/ 地　　址：台南市北區北成路73號 ✨政府補助→ 勞．健保40% ✨勞健保加保辦理 ✨各類專案課程 ✨一般民眾皆可參加 ✨本會旁邊即有停車場 ✨包班包課、場地租借,https://www.facebook.com/062815577good/photos/a.1527289270884714/3270388439908113/?type=3,,,Photos from 社區工會職訓中心．烘焙廚藝教室's post,,,,,-3
屏東美食美物團,,225591985656722,none,,,,13158,N/A,2022-06-23 22:37:39 EDT,2022-06-23,22:37:39,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/225591985656722/permalink/606734390875811,6/26收單 台中知名伴手禮名店 獨享大片50g 層層酥綿💯奶油小酥餅5入-(原味/芋頭) 一盒180 #台中大甲名產好吃必買 #獨享size一個人吃剛剛好，不怕切完酥皮掉一半💥 #大甲老店品質保證 #密封阻隔袋獨立包裝延長效期🆙🆙送禮自用保存更方便👍 #180天的美味好禮 💯台中知名店家製造的奶油酥餅 💯網路獨家販售-✅高阻隔袋裝 保鮮NO.1✅ 🉐每次到台中都必買 始終秉持著最初的用心與傳統工藝 濃濃奶油香氣細緻香濃不膩😋 微甜奶油內餡 大人小孩吃不膩的滑順口感 香酥外皮每一口都幸福😋！ 就算常常吃~🙈也還是抗拒不了它的美味 所以一次就買好幾盒，放著總是在不知不覺中就吃光了🙈 🥧必買原味奶油小酥餅 甜甜奶香及層層酥綿餅皮就是最佳搭配 常年銷售冠軍口味🏆 💜台中大甲芋頭奶油小酥餅 💪奶油酥餅✖💪大甲芋頭 大甲最有名最好吃的2個美食結合😋 香甜濃郁芋頭香😍~芋頭控們千萬別錯過 過年過節~返鄉~拜拜祭祖~休閒零食 大家都愛吃的奶油酥餅 送禮自己吃~絕對不NG~ 產地：台灣 重量：250g(50g*5入) 成分： 《原味小酥餅》麵粉、烘培油脂 {植物性油脂(軟質棕油、棕櫚油、椰子 油、大豆油)、水、奶油、乳化劑、［脂肪酸丙二醇酯、脂肪酸甘油酯、抗氧化 劑(維生素 E、L-抗壞血酸棕櫚酸酯)、檸檬酸、檸檬酸甘油酯、檸檬酸鉀］、卵磷 酯、複方香料(棕櫚油、中鏈三酸甘油酯、香料、奶油)、天然香料(奶油、水、 天然香料)、抗氧化劑(L-抗壞血酸棕櫚酸酯)、著色劑(軟質棕油、葵花油、ß-胡 蘿蔔素、抗氧化劑(維生素 E)｝、砂糖、全脂奶粉、麥芽糖［樹薯澱粉、水、麥 芽酵素、珍珠岩粉(過濾用)］、煉乳［蔗糖、奶粉、水、沙拉油、無水奶油、脂 肪酸甘油酯(脂肪酸甘油酯、檸檬酸)、乳糖］、鹽、牛乳香精(香料、中鏈三酸甘 油酯) 《芋頭小酥餅》麵粉、烘培油脂 {植物性油脂(軟質棕油、棕櫚油、椰子油、大豆 油)、水、奶油、乳化劑、［脂肪酸丙二醇酯、脂肪酸甘油酯、抗氧化劑(維生素 E、L-抗壞血酸棕櫚酸酯)、檸檬酸、檸檬酸甘油酯、檸檬酸鉀］、卵磷酯、複方 香料(棕櫚油、中鏈三酸甘油酯、香料、奶油)、天然香料(奶油、水、天然香 料)、抗氧化劑(L-抗壞血酸棕櫚酸酯)、著色劑(軟質棕油、葵花油、ß-胡蘿蔔 素、抗氧化劑(維生素 E)｝、砂糖、全脂奶粉、麥芽糖［樹薯澱粉、水、麥芽酵 素、珍珠岩粉(過濾用)］、芋頭香料〔香料、丙二醇、食用色素(紅色六號、紅色 七號、紅色四十號、藍色一號)、甜味劑(D-山梨醇液 70%)、水〕 保存期限：180天 保存方法：請置於陰涼乾燥處，避免陽光照射，開封後請盡快食用完畢 ※本產品含有麩質之穀類、奶製品、蛋類、堅果，不適其過敏體質者食用 ※生產線亦生產大豆、花生製品，對其過敏者請勿食用 面交地點：舊台糖家樂福新屏店自助加油機旁 ⚠️小本生意❌️請勿跑單❌️刪除留言 每週一至週五下午5點半到6點 （貨到通知取貨）,https://www.facebook.com/photo.php?fbid=5862384357113726&set=gm.606734374209146&type=3,,,Photos from 楊欣萍's post,,,,,-18
風雨的古早味,Luefuee72,100044546734817,MOVIE_WRITER,TW,"中式點心職人呂鴻禹（風雨）師傅的粉絲專頁。
著有: 『懷舊糕餅1-4』、「細說饅頭」、「糕餅麵食寶典」等暢銷書。目前在全省烘焙教室授課。演講、現場活動接洽…請私訊或mail聯絡。",2016-07-04 08:48:58,51555,65964,2022-06-23 19:55:10 EDT,2022-06-23,19:55:10,Photo,"1,133",1094,11,15,9,3,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100044546734817/posts/576396180521935,【糕餅界的白金】 以前的人稱『麥芽』是糕餅界的～《黃金》 因為它以小麥製作熬至金黃色。 而現在拜科技之賜， 才有了水麥芽、水飴、精緻麥芽……. 等白色麥芽的出現。 麥芽不僅有黃金之稱， 且被稱為糕餅界的～『甘草』 因為很多產品都須要它， 早期沒有什麼添加物， 都是靠它來溶合產品的柔軟， 甚至加入饅頭裡也有意想不到的效果！ 現在有人稱『糕仔糖』是糕餅界的～《白金》 #因為它是活的 《一個會呼吸的糖 》 是一種《越放味道越醇厚的糖》 這種糖放越久越香越好用， 且容易保存不須冷藏， 它用途很廣除了製作糕仔之外， 還能做奶油酥餅、台灣餅皮、 早期的『和生皮』……. 等 更是糖霜餅乾及收涎餅的最佳材料！ 《糕仔糖》早期為不傳之密只傳子不傳女， 明天來見證即將失傳的這堂課！,https://www.facebook.com/photo.php?fbid=576396017188618&set=a.197114131783477&type=3,,,,,,,,2.59
享受澳門美食團(歡迎加入),,177427568990630,none,,,,76273,N/A,2022-06-23 04:57:58 EDT,2022-06-23,04:57:58,Photo,2,1,1,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/177427568990630/permalink/5368338683232800,🤩🤩優惠價🤩🤩 台中知名伴手禮名店 獨享大片50g 層層酥綿💯奶油小酥餅5入-(原味/芋頭) #台中大甲名產好吃必買 #獨享size一個人吃剛剛好，不怕切完酥皮掉一半💥 #大甲老店品質保證 #密封阻隔袋獨立包裝延長效期🆙🆙送禮自用保存更方便👍 #180天的美味好禮 💯台中知名店家製造的奶油酥餅 💯網路獨家販售-✅高阻隔袋裝 保鮮NO.1✅ 🉐每次到台中都必買 始終秉持著最初的用心與傳統工藝 濃濃奶油香氣細緻香濃不膩😋 微甜奶油內餡 大人小孩吃不膩的滑順口感 香酥外皮每一口都幸福😋！ 就算常常吃~🙈也還是抗拒不了它的美味 所以一次就買好幾盒，放著總是在不知不覺中就吃光了🙈 🥧必買原味奶油小酥餅 甜甜奶香及層層酥綿餅皮就是最佳搭配 常年銷售冠軍口味🏆 💜台中大甲芋頭奶油小酥餅 💪奶油酥餅✖💪大甲芋頭 大甲最有名最好吃的2個美食結合😋 香甜濃郁芋頭香😍~芋頭控們千萬別錯過 過年過節~返鄉~拜拜祭祖~休閒零食 大家都愛吃的奶油酥餅 送禮自己吃~絕對不NG~ 產地：台灣 重量：250g(50g*5入) 保存期限：180天 保存方法：請置於陰涼乾燥處，避免陽光照射，開封後請盡快食用完畢 ※本產品含有麩質之穀類、奶製品、蛋類、堅果，不適其過敏體質者食用 ※生產線亦生產大豆、花生製品，對其過敏者請勿食用 ⚠️由於近日疫情問題，航班及物流可能會減少或其他因素影響下，有機會引致延誤 ⚠️貨期有機會早或遲，延遲出貨不作退款理由，所有貨品一經落單，不接受任何理由退款/取消/更改 ⚠️預計日期作參考，貨品遲一至三個月乃正常現像，請再三思下單 ⚠️本店只屬代購者 產品質量最終以實物為準 〰️〰️〰️〰️〰️〰️〰️〰️〰️〰️ 以上資料及圖片只供參考，一切以實物為準 ✈️空運/🛥海運有可能因各種不明因素影響而延誤到澳 成功訂購後，如非缺貨，不設退貨/換貨/退款 不接急單，如不能接受請勿下單 歡迎inbox 查詢 更多優惠貨品不能盡錄 詳情可加wechat: surewinstone,https://www.facebook.com/photo.php?fbid=10230008630786692&set=gm.5368338676566134&type=3,,,Photos from Stone Iun's post,,,,,-12
內壢大小事～商業區,,149308050005175,none,,,,20217,N/A,2022-06-23 04:10:12 EDT,2022-06-23,04:10:12,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/149308050005175/permalink/445605017042142,北日本法式曲奇餅乾系列 💰60 日本大廠BOURBON 超暢銷的法式奶油酥餅 濃濃的奶油，香醇濃郁 超級香濃，甜而不膩❤️ 吃一口就沒辦法忘懷的好味道！ 現貨各3盒 A:香濃法式奶油 B:經典巧克力脆片 下午茶、小點心的最佳選擇 獨立包裝，不沾手～ 方便隨身攜帶，隨時享用！ 產地：日本 規格：112g(7包14枚） 賞味期限：2022/9月底 現貨‼️ 🈶️兩盒 北日本巧克力&咖啡夾心曲奇 日本🇯🇵知名品牌Bourbon 香濃的巧克力跟濃郁咖啡 雙口味組合👍 2種口味的組合意外的搭配❤️ 一口巧克力再一口濃郁咖啡 完美的下午茶時間真的簡單一小盒直接幸福一整天😋 超級香濃，甜而不膩超級搭茶跟咖啡☕️ 超讓人幸福的甜點，千萬不要錯過～ 產地：日本 規格：108g 賞味期限：2022/9月底 特價💰55 取貨點：忠孝路小北百貨,https://www.facebook.com/photo.php?fbid=5072611802861788&set=gm.445605010375476&type=3,,,Photos from 陳敬妮's post,,,,,-36
Look Luke,lookluke2014,465730376893657,COFFEE_SHOP,TW,"Dessert / Coffee / Photography
甜點、咖啡、食物攝影。

甜點電子型錄：https://goo.gl/lPtmkD",2014-04-26 00:22:44,28701,29449,2022-06-23 03:13:38 EDT,2022-06-23,03:13:38,Photo,95,78,0,3,13,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/465730376893657/posts/2603495349783805,#夏至荔枝帕菲 本周06/24（五）13:00開賣。（販售狀況視當週荔枝供給決定） ⁡ 新鮮竹葉黑荔枝 紅醋栗果實 奶油酥餅棍 荔枝橙花雪酪 桑椹沖繩琴酒雪酪 龍眼蜜牛乳冰淇淋 西西里咖啡冰沙 蜂蜜薄荷白酒荔枝凍 糖漬檸檬 ⁡ 帕菲每日數量有限，無法預留，歡迎提前來品嚐，或打室話02-25232722詢問當天是否已售完。,https://www.facebook.com/lookluke2014/photos/a.1039943286139027/2603495333117140/?type=3,,,,,,,,-1.02
享受澳門美食團(歡迎加入),,177427568990630,none,,,,76232,N/A,2022-06-22 07:13:46 EDT,2022-06-22,07:13:46,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/177427568990630/permalink/5365734953493173,Wechat:nii0909 台中知名伴手禮名店 獨享大片50g 層層酥綿💯奶油小酥餅5入-(原味/芋頭) #台中大甲名產好吃必買 #獨享size一個人吃剛剛好，不怕切完酥皮掉一半💥 #大甲老店品質保證 #密封阻隔袋獨立包裝延長效期🆙🆙送禮自用保存更方便👍 #180天的美味好禮 ✂️6月23日 📅8月中下旬 💯台中知名店家製造的奶油酥餅 💯網路獨家販售-✅高阻隔袋裝 保鮮NO.1✅ 🉐每次到台中都必買 始終秉持著最初的用心與傳統工藝 濃濃奶油香氣細緻香濃不膩😋 微甜奶油內餡 大人小孩吃不膩的滑順口感 香酥外皮每一口都幸福😋！ 就算常常吃~🙈也還是抗拒不了它的美味 所以一次就買好幾盒，放著總是在不知不覺中就吃光了🙈 🥧必買原味奶油小酥餅 甜甜奶香及層層酥綿餅皮就是最佳搭配 常年銷售冠軍口味🏆 💜台中大甲芋頭奶油小酥餅 💪奶油酥餅✖💪大甲芋頭 大甲最有名最好吃的2個美食結合😋 香甜濃郁芋頭香😍~芋頭控們千萬別錯過 過年過節~返鄉~拜拜祭祖~休閒零食 大家都愛吃的奶油酥餅 送禮自己吃~絕對不NG~ 產地：台灣 重量：250g(50g*5入) 保存期限：180天 保存方法：請置於陰涼乾燥處，避免陽光照射，開封後請盡快食用完畢 ※本產品含有麩質之穀類、奶製品、蛋類、堅果，不適其過敏體質者食用 ※生產線亦生產大豆、花生製品，對其過敏者請勿食用,https://www.facebook.com/photo.php?fbid=10226680511455432&set=gm.5365734950159840&type=3,,,Photos from Ng Ianian's post,,,,,-42
20Price 易拾,20Price,103261868504342,RETAIL_COMPANY,HK,"至抵優惠 每日快閃 真正免運 超過130個自取點

20Price易拾是一間以閃購為核心的香港社區團購公司，我們集中發掘市場上今期最抵的商品，並會免費送到客人選取的社區合作小店。",2021-03-08 06:34:56,24282,26258,2022-06-22 06:01:58 EDT,2022-06-22,06:01:58,Link,9,5,4,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/103261868504342/posts/395054659325060,【20PRICE 一周年感謝祭】 📣📣 一周年精選貨品🪄🎊 1️⃣ 佳德 原味鳳梨酥禮盒 (1盒12件) 🔥 特價：$145； 原價：$190 2️⃣ 佳德 原味鳳梨酥 (6入) 🔥 特價：$76； 原價：$99 3️⃣ 裕珍馨 迷你奶油酥餅 (5入) 🔥 特價：$78； 原價：$99 4️⃣ 裕珍馨 迷你奶油酥餅 (10入) 🔥 特價：$150； 原價：$188 5️⃣ 莊子茶房 茉莉花茶 (70g) 🔥 特價：$168； 原價：$268 6️⃣ 莊子茶房 東方美人 (75g) 🔥 特價：$235； 原價：$288 7️⃣ 莊子茶房 阿里山烏龍 (150g) 🔥 特價：$264； 原價：$328 8️⃣ 莊子茶房 梨山高山烏龍 (150g) 🔥 特價：$438；原價：$598 🗯💥 用埋我哋嘅一周年優惠券💸🎖，滿$50即減$1️⃣0️⃣。另外，現有 20PRICE 客戶成功推薦好友🎁✨，推薦人同好友👫🥂都可以享有每人最高 $2️⃣0️⃣折扣優惠🤩🎉* 🥳🍾即去搶購🛒🛍: https://bit.ly/3Q15I30:=:https://20price.com/pickup/20p/deals *優惠受條款及細則約束 ———————————————— 想第一時間知有乜買🆕❓ 每晚6️⃣點上嚟我哋網址睇下有乜買，like我哋嘅Facebook同加入Whatsapp 優惠群組❗️❗️❗️ 做齊哂包你唔會錯過每日至抵產品🧡🧡,https://bit.ly/3Q15I30,https://20price.com/pickup/20p/deals,,20Price 易拾,,,,,-0.47
享受澳門美食團(歡迎加入),,177427568990630,none,,,,76184,N/A,2022-06-21 07:33:43 EDT,2022-06-21,07:33:43,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/177427568990630/permalink/5362563433810325,,https://www.facebook.com/boutiquesilver/photos/a.591988500817278/5926979730651435/?type=3,,,Silver,"🇹🇼台中知名伴手禮名店 獨享大片50g 層層酥綿💯奶油小酥餅5入-(原味/芋頭)

✂️6月23日截單
📦8月中旬到貨

台中大甲名產好吃必買‼️
獨享size一個人吃剛剛好，不怕切完酥皮掉一半～

大甲老店品質保證
密封阻隔袋獨立包裝延長效期🆙🆙送禮自用保存更方便👍
180天的美味好禮

💯台中知名店家製造的奶油酥餅
💯網路獨家販售
✅高阻隔袋裝 保鮮NO.1✅

每次到台中都必買！始終秉持著最初的用心與傳統工藝，濃濃奶油香氣細緻香濃不膩😋 ，微甜奶油內餡，大人小孩吃不膩的滑順口感，
香酥外皮每一口都幸福😋！

就算常常吃~🙈也還是抗拒不了它的美味！所以一次就買好幾盒，放著總是在不知不覺中就吃光了🙈。

🥧必買原味奶油小酥餅
甜甜奶香及層層酥綿餅皮就是最佳搭配，常年銷售冠軍口味🏆。

💜台中大甲芋頭奶油小酥餅
奶油酥餅✖大甲芋頭

大甲最有名最好吃的2個美食結合😋，香甜濃郁芋頭香~芋頭控們千萬別錯過！

過年過節~返鄉~拜拜祭祖~休閒零食！大家都愛吃的奶油酥餅
送禮自己吃~絕對不NG~

產地：台灣

重量：250g(50g*5入)

保存期限：180天

保存方法：請置於陰涼乾燥處，避免陽光照射，開封後請盡快食用完畢。

※本產品含有麩質之穀類、奶製品、蛋類、堅果，不適其過敏體質者食用。

※生產線亦生產大豆、花生製品，對其過敏者請勿食用。

🔅 空運/海運有可能因各種不明因素影響而延誤到澳，成功訂購後，如非缺貨，不設退貨/換貨/退款，不接急單，如不能接受請勿下單！",,,,-42
享受澳門美食團(歡迎加入),,177427568990630,none,,,,76184,N/A,2022-06-21 07:33:42 EDT,2022-06-21,07:33:42,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/177427568990630/permalink/5362401440493191,"Wechat📲baby_horse0113 台中知名伴手禮名店 獨享大片50g 層層酥綿💯奶油小酥餅5入-(原味/芋頭) ✂️6月23日 📅8月中旬 #台中大甲名產好吃必買 #獨享size一個人吃剛剛好，不怕切完酥皮掉一半💥 #大甲老店品質保證 #密封阻隔袋獨立包裝延長效期🆙🆙送禮自用保存更方便👍 #180天的美味好禮 💯台中知名店家製造的奶油酥餅 💯網路獨家販售-✅高阻隔袋裝 保鮮NO.1✅ 🉐每次到台中都必買 始終秉持著最初的用心與傳統工藝 濃濃奶油香氣細緻香濃不膩😋 微甜奶油內餡 大人小孩吃不膩的滑順口感 香酥外皮每一口都幸福😋！ 就算常常吃~🙈也還是抗拒不了它的美味 所以一次就買好幾盒，放著總是在不知不覺中就吃光了🙈 🥧必買原味奶油小酥餅 甜甜奶香及層層酥綿餅皮就是最佳搭配 常年銷售冠軍口味🏆 💜台中大甲芋頭奶油小酥餅 💪奶油酥餅✖💪大甲芋頭 大甲最有名最好吃的2個美食結合😋 香甜濃郁芋頭香😍~芋頭控們千萬別錯過 過年過節~返鄉~拜拜祭祖~休閒零食 大家都愛吃的奶油酥餅 送禮自己吃~絕對不NG~ 產地：台灣 重量：250g(50g*5入) 保存期限：180天 保存方法：請置於陰涼乾燥處，避免陽光照射，開封後請盡快食用完畢 ※本產品含有麩質之穀類、奶製品、蛋類、堅果，不適其過敏體質者食用 ※生產線亦生產大豆、花生製品，對其過敏者請勿食用 ➖➖🌟更多新品, 盲盒詳情🌟➖➖ 落單或查詢價錢請前往： https://www.facebook.com/groups/2702771430052228/?ref=share --------★ 聯 絡 我 們 ★ -------- 📲Wechat：baby_horse0113",https://www.facebook.com/photo.php?fbid=719416439173611&set=gm.5362401430493192&type=3,,,Photos from Chichi Chong's post,,,,,-42
